"twitter_id","twitter_created_at","tweet","corpus","user","agreement","votes","score","label","__split"
"1248609870980370432","2020-04-10 17:52:45","? #ugt en españa hay 700.000 hogares sin ningún tipo de ingresos. más necesaria que nunca la #rentamínima @ugt_andalucia @ugt_comunica . #rentaminimaurgenteugt #quedateencasa #covid_19 #tusindicatoutil","Estado de alarma nacional (oficial)","UGTCadiz","100","1","-1","negative","train"
"1246918282600423424","2020-04-05 23:50:59","se alcalde @_antonioconde @mairenaljarafe @policiamairena en mairena pueblo no se multa?. veis normal esto a plena luz del día con niños y personas mayores en la calle? a quien pedimos responsabilidad? #yomequedoencasa","Estado de alarma nacional (oficial)","MANGERGA","100","1","-1","negative","test"
"1250121140883857409","2020-04-14 21:58:00","plan de choque de desinfección en @aytodecaravaca : 35 operarios participan ""con total entrega"" . #caravaca #coronavid19 #covid2019 #cuarentenaporlavida #yomequedoencasa #quedateencasa #confinamientototal #estevirusloparamosunidos","Estado de alarma nacional (oficial)","murciaplaza_com","100","1","1","positive","val"
"1252218869772619776","2020-04-20 16:53:38","día 3️⃣7️⃣: ¡hay que reducir el colesterol! . #yomequedoencasa #peñaelbotijomarbella #soñemosengrande","Estado de alarma nacional (oficial)","Botijomarbella","100","1","1","positive","train"
"1245558944271159297","2020-04-02 05:49:28","@antongomezreino me alegro infinitamente, antón. como bien dices : #todosjuntosvenceremosalcoronavirus. #quédateencasa","Estado de alarma nacional (oficial)","langelitonegro","100","1","1","positive","train"
"1246912680516104197","2020-04-05 23:28:44","dia de provecho de nuevo? #aftereffects #computer #motiongraphics #felizdomingo #adobe #digitalart #covid_19 #quedateencasa","Estado de alarma nacional (oficial)","chibi_maribelis","100","1","1","positive","train"
"1249260227935035392","2020-04-12 12:57:03","noticias, reportajes, entrevistas... no te pierdas las noticias de este domingo en crónica global. ¡ah! y haz otro esfuerzo y #quédateencasa","Estado de alarma nacional (oficial)","cronicaglobal","100","1","1","positive","train"
"1256600004631957506","2020-05-02 19:02:42","hoy es #2demayo y se está viendo una posible prórroga del #estadodealarma . sigamos pensando en #killcovid y en proteger a los nuestros. el peligro es real pero el miedo es una elección...","Estado de alarma nacional (oficial)","carrion_serrano","100","1","-1","negative","train"
"1245284052032204801","2020-04-01 11:37:08","?así os espera #sevilla, porque sabe que tenéis la misión más importante para frenar la #pandemia #covid_19 . ?gracias por cumplir con el reto #mequedoencasa ❤️. #estevirusloparamosunidos ??#estadodealarma #coronavirus. #gobernación @ayto_sevilla. ?gracias ?gracias ?gracias ?","Estado de alarma nacional (oficial)","EmergenciasSev","100","1","1","positive","train"
"1265548064149966851","2020-05-27 11:39:05","#leonesyleonasdelcole nuestro tirón de orejas de hoy es para jorge de 6º y sofía de 3 años ¡feliz cumpleaños!. #cumpleañosencasa. #quédateencasa. #estevirusloparamostodos","Estado de alarma nacional (oficial)","leonfelipecole","100","1","1","positive","train"
"1245680106577842176","2020-04-02 13:50:55","#hoyenelcongreso diputados y senadores del psoe donarán parte de su sueldo mientras dure el confinamiento #psoe #confinamiento #estadodealarma","Estado de alarma nacional (oficial)","elboletinmadrid","100","1","1","positive","train"
"1249586382248513536","2020-04-13 10:33:04","este mensaje va para adolfo un feligres que ve la misa por televisión y que es tan tacaño que cuando se pasa el cepillo cambia de canal. #quedateencasa","Estado de alarma nacional (oficial)","PadreNorris","100","1","1","positive","train"
"1247131942354481152","2020-04-06 14:00:00","¡el equipo de @solvia_es lo tienen claro!. ahora es el momento de disfrutar de cada rincón de nuestro hogar y crear nuevos recuerdos junto a nuestra familia, con esas videollamadas a nuestros amigos o descubriéndonos. ❣. #yomequedoencasa. #jaén24h. vídeo @23digitalstudio","Estado de alarma nacional (oficial)","Jaen24h","100","1","1","positive","train"
"1251584527207727106","2020-04-18 22:52:59","@davidlombao igual era mejor que a partir del 27 de abril fueran los niños los que controlasen las salidas de los padres . #frasescovid19 #estadodealarma","Estado de alarma nacional (oficial)","APMSocial","100","1","1","positive","val"
"1247218616858300416","2020-04-06 19:44:25","ingeniería del confinamiento o proyectando las cosas que echamos de menos en nuestras manualidades. pues así de chula le quedó la piscina con trampolín y vestuario con dos duchas, en el que la luz roja indica que la ducha está ocupada. #yomequedoencasa","Estado de alarma nacional (oficial)","kellypch","100","1","1","positive","train"
"1246798789282877443","2020-04-05 15:56:10","un domingo de ramos diferente, viviendolo desde casa!!. #ss2020 #alicante #semanasanta #penas #lapasionnoacaba #yomequedoencasa grayovictor #7tvandalucia","Estado de alarma nacional (oficial)","jolupf","100","1","-1","negative","train"
"1254409277818748929","2020-04-26 17:57:32","padres, madres, ciudadanos....no es momento de bajar la guardia no!!! seguimos en estado de alarma y confinados....sigamos siendo responsables...por ti por tu hij@ por nuestros mayores.....sentido común, civismo y máxima responsabilidad!!!. #yomequedoencasa #betisencasa","Estado de alarma nacional (oficial)","dr_jm_alvarez","100","1","1","positive","train"
"1260515105420259329","2020-05-13 14:19:55","españa registra 439 nuevos contagios por coronavirus y 184 muertos en las últimas 24 horas ?️que las derechas quieran votar en contra del #estadodealarma es de miserables .pero ojo con la gente que no tiene conciencia‼esto es una pandemia‼ vía @la_ser","Estado de alarma nacional (oficial)","EsmeAbenia","100","1","-1","negative","train"
"1250074526387441670","2020-04-14 18:52:47","? ? seguros colectivos mupiti by montymarq regala el servicio gratuito de medicamentos a domicilio para los mutualistas de 65 años en adelante. ? . #estevirusloparamosunidos #quédateencasa","Estado de alarma nacional (oficial)","MupitiOficial","100","1","1","positive","train"
"1262865727960363015","2020-05-20 02:00:27","? hasta este martes se han solicitado en la comunidad foral un total de 6.934 expedientes, que afectan a 61.705 personas. #empleo #navarra #estadodealarma","Estado de alarma nacional (oficial)","navarra_com","100","1","-1","negative","val"
"1247856632136073216","2020-04-08 13:59:39","buenos días y #quedateencasa . se aproximan los peores días y hay que ser fuertes.","Estado de alarma nacional (oficial)","pedroquijanom","100","1","1","positive","test"
"1256969966835957760","2020-05-03 19:32:48","de verdad lo de bankia es una vergüenza, llamas y nada, email desde hace 7 días exactos. ¿voy a tener que acudir a la sucursal de verdad? @bankia @holabankia. luego te ponen #quedateencasa. sus huevos quédate en ningún lado.","Estado de alarma nacional (oficial)","Julioalfitness","100","1","-1","negative","train"
"1246888489003692032","2020-04-05 21:52:36","sigo vigilando el restaurante chino de abajo de mi casa... en cuanto abra sabré que ha terminado la pandemia.... #yomequedoencasa #yomequedoenmicasa #felizdomingo #cuarentenatotal","Estado de alarma nacional (oficial)","pelusetepeluson","100","1","1","positive","val"
"1248894209421193216","2020-04-11 12:42:37","treinta y un día de confinamiento . sin novedad en la retaguardia, fuerza y animo en el frente!!. una vela para los fallecidos !!. ??????????????????????????. #quedateencasa #yomequedoencasa #estevirusloparamosjuntos","Estado de alarma nacional (oficial)","soco_rrista","100","1","1","positive","train"
"1256423373565026305","2020-05-02 07:20:50","#quedateencasa la enemistad de risto mejide y jorge javier vázquez escribe un nuevo capítulo #yoleosemana","Estado de alarma nacional (oficial)","semana_revista","100","1","-1","negative","val"
"1268144180905357312","2020-06-03 15:35:08","con mireia vehí, me pillo comodín. me gustaría saber q aporta la cup desde q está en el congreso. . y a final de mes nómina y prebendas. serán diferentes pero siempre = vox. #estadodealarma . #nadiesequedaatrás","Estado de alarma nacional (oficial)","_Aitana_R","100","1","-1","negative","val"
"1256093119805902849","2020-05-01 09:28:31","#quedateencasa supervivientes 2020: hugo sierra se rompe tras una bronca con ivana #yoleosemana","Estado de alarma nacional (oficial)","semana_revista","100","1","-1","negative","val"
"1250808646600142850","2020-04-16 19:29:54","la riqueza financiera de los hogares sube un 10% en 2019 hasta 132% del pib @elobrerodigital. #ingresomínimovital #bulos #016 #elpueblovotórepública #porlarepública #16abril #quédateencasa #coronavirus #estadodealarma","Estado de alarma nacional (oficial)","caval100","100","1","1","positive","train"
"1264135458319147008","2020-05-23 14:05:54","@aemet_esp cada vez que leo "" aemet / #quédateencasa "" pienso que es porque va a caer una tormenta de aquellas, y después me doy cuenta ??‍♀️","Estado de alarma nacional (oficial)","ChauriChaurita","100","1","-1","negative","test"
"1254422628368080897","2020-04-26 18:50:35","siendo más natural, y más transparente... siendo uno mismo.?? conócete y saca lo mejor de ti. ?. #quierete. #pordentroyporfuera. #domingo. #yomequedoencasa en en elche","Estado de alarma nacional (oficial)","CasesMaria","100","1","1","positive","train"
"1248565856197541888","2020-04-10 14:57:52","#covid-19 #ávila. #graciasdonantes. hemos entregado al hospital nuestra señora de sonsoles de #ávila las pantallas donadas por el movimiento solidario vegas altas- la serena. @salud_jcyl . @cruzrojaesp @crecyl. #cruzrojaresponde. #quédateencasa","Estado de alarma nacional (oficial)","creavila","100","1","1","positive","train"
"1249591757643354114","2020-04-13 10:54:25","dia lluvioso de los que apetece quedarse en casa y disfrutar de una buena lectura #eldestinodelosheroes #chufollorens #grijalboeditorial #yomequedoencasa #preparandonuevasentrevistas #calaixdellibrest10 #culturaliat8…","Estado de alarma nacional (oficial)","ViolantMG","100","1","1","positive","train"
"1263513914479968256","2020-05-21 20:56:06","feijóo convierte en papel mojado su compromiso de comparecer en el parlamento para explicar su gestión del coronavirus @eldiariogalicia. #21demayo #reformalaboral #acuerdopsoebildu #ceoe #estadodealarma #cuídatecuídanos #movimiento15m #crisis","Estado de alarma nacional (oficial)","caval100","100","1","-1","negative","train"
"1265946207295332352","2020-05-28 14:01:10","desde @mincoturgob han lanzado una guía de buenas prácticas para el sector turístico. su objetivo, asegurar la actividad en las empresas y proteger la salud del personal y de los clientes ante el #covid19. ? . #fitur | #quédateencasa | #viajamañana","Estado de alarma nacional (oficial)","fitur_madrid","100","2","2","positive","test"
"1254498791920742400","2020-04-26 23:53:14","pero es que tampoco permiten salir a los discapacitados físicos, que no tocan nada, no tienen contacto con nadie y están encerrados en su casa y en su cuerpo. el sol es vida para ellos. el #estadodealarma se ceba en mis débiles","Estado de alarma nacional (oficial)","natalia_velilla","100","1","-1","negative","val"
"1254468853826039808","2020-04-26 21:54:16","@samanthaot2020 si hay que ser responsables y,mantener las distancias y,hacer caso a lo que dice el gobierno y sanidad porque,sino lo que vamos a hacer es retroceder para atrás y,hacer que la cuarentena se amplíe . #quedateencasa","Estado de alarma nacional (oficial)","lorenaferrol","100","1","1","positive","val"
"1255542043587330048","2020-04-29 20:58:44","hasé er favó,si me queréis nominarme ya, por dió. ?. ? en verdad os digo que #yomequedoencasa","Estado de alarma nacional (oficial)","JuanGal39731644","100","1","1","positive","test"
"1247289103126876161","2020-04-07 00:24:30","hoy ha tocado toy story 4. una historia bonita para #cineenfamilia todos mayores de edad #yomequedoencasa","Estado de alarma nacional (oficial)","fjmontero","100","1","1","positive","val"
"1239091875191181313","2020-03-15 08:31:38","qué memez la de @_anapastor_ y otros muchos que añaden a su identificador el 'wash your hands. lavaos las manos, carajo. incluso en #estadodealarma tenemos una lengua que limpia, fija y da esplendor.","Estado de alarma nacional (oficial)","JulinLeal","100","1","-1","negative","train"
"1247161995843043328","2020-04-06 15:59:25","[16:00] a está hora estaría pasando la @hdadstagenoveva por el arco del postigo. . revívelo. #ssantasevilla20 . #semanasantaencasa . #yomequedoencasa","Estado de alarma nacional (oficial)","ondatriana","100","1","-1","negative","train"
"1245753584484003840","2020-04-02 18:42:54","las denuncias por #ruidos y música se multiplican en la provincia de #alicante: ""os vais a morir todos"" - «la policía local de alicante interviene por un vecino que lanzaba mensajes catastrofistas por un altavoz». - #estadodealarma - vía @informacion_es","Estado de alarma nacional (oficial)","U_ContraelRuido","100","1","-1","negative","train"
"1255512353883463682","2020-04-29 19:00:46","ya hemos corregido todos los #visualthinking de #2eso y #4eso y nos han dejado estas maravillas. #yomequedoenmicasa #quedateencasa","Estado de alarma nacional (oficial)","fran_his","100","1","1","positive","test"
"1266679135147102211","2020-05-30 14:33:34","#reading . #ficcion #cuentos #tapablanda #iartg #yomequedoencasa con #novedades para hacer más llevadero a la #family el #covidー19 #azdelianimate y #leedesdecasa #kindleespañol #katynúñez. `. #30maggio #30mayo #felizdiadecanarias","Estado de alarma nacional (oficial)","EscribeCatalina","100","1","1","positive","test"
"1257861547625517058","2020-05-06 06:35:37","@andraaneu feliz miércoles helios. un abrazo.??. #yomequedoencasa ? #juntossaldremosadelante","Estado de alarma nacional (oficial)","tarraga_antonio","100","1","1","positive","val"
"1251992111064457217","2020-04-20 01:52:34","#quedateencasa por nuestros padres, por nuestros abuelos, por los más vulnerables, por los sanitarios... para devolverles los besos y abrazos que les debemos! @elpais_cultura @rne @rosarosado @radio4_rne @ree_rne @nocheenvelarne @berto_romero @lavanguardia @lavozdeinaki","Estado de alarma nacional (oficial)","pacodamas","100","1","1","positive","val"
"1272219896861073413","2020-06-14 21:30:34","#yomequedoencasa arrancó en el 2007 con el mural al hilo del viento, y poco a poco va transformando la ciudad, dotando de nueva vida a viejas fachadas, y haciendo que el viajero descubra la ciudad de otra manera. la ciudad pintada, #vitoriagasteiz","Estado de alarma nacional (oficial)","ElGuisanteVerde","100","1","1","positive","train"
"1247854705864212480","2020-04-08 13:52:00","new photo de @_jorgegonzalez_ con un look impresionante.... muy elegante #jg #moda #quedateencasa","Estado de alarma nacional (oficial)","AngelesDeJorge","100","1","1","positive","test"
"1251884740975747078","2020-04-19 18:45:55","?la camiseta del @rccelta siempre presente en casa de la familia @aspas10 - rueda. en este caso, la luce thiago aspas. #quedateencasa #stayhome #quedanacasa","Estado de alarma nacional (oficial)","MCeleste1923","100","1","1","positive","test"
"1249439252959682561","2020-04-13 00:48:26","muere un técnico de uvi de tarancón, primer trabajador del transporte sanitario fallecido #covid19 #covid2019 #covid_19 #coronavirus #clmpressdigital #estevirusloparamosunidos #yomequedoencasa","Estado de alarma nacional (oficial)","CLMpressDigital","100","1","-1","negative","val"
"1246933767807213569","2020-04-06 00:52:31","queremos transmitir nuestro apoyo a toda la población en general. especialmente a todas las personas que se están exponiendo a esta pandemia, con especial reseña a nuestros sanitarios, etc. que nuestros titulares los protejan. #quedateencasa","Estado de alarma nacional (oficial)","HDescendimiento","100","1","1","positive","val"
"1248731900497334274","2020-04-11 01:57:40","este año no ha podido ser, pero el próximo año volveremos a llevar al santo sepulcro a nuestros hombros. #quedateencasa #yomequedoencasa en villaconejos","Estado de alarma nacional (oficial)","JoseAngelTL","100","1","-1","negative","train"
"1249351408593317889","2020-04-12 18:59:22","¡nuevo video! entrevista a @mountain_comedy no dudéis en pasaros por el canal y ver el video, merece mucho la pena, es muy interesante y amena para pasar el #quedateencasa. #felizdomingo. @promox_youtube @promo_yt","Estado de alarma nacional (oficial)","Alex_RguezGlz","100","1","1","positive","train"
"1252261226178129924","2020-04-20 19:41:56","muchísimas gracias @grefusa por este lotazo para llevar mejor la cuarentena #yomequedoencasa #sumandoideas #sumandojuntos","Estado de alarma nacional (oficial)","merchy89","100","1","1","positive","train"
"1248259901459177472","2020-04-09 18:42:06","@jarrillo_delata con permiso y con perdón. . os recuerdo que hoy es jueves santo, día del amor fraterno. esta situación se veía venir,por buscarle algo positivo;los floristas y los mensajeros están trabajando y sin ertes. fé,piedad popular,postureo.... #yomequedoencasa","Estado de alarma nacional (oficial)","Pirinquinqui","100","1","1","positive","train"
"1246901991265251330","2020-04-05 22:46:15","@desmarquesev gracias! juntos volveremos a llenar las calles. pero ahora #quédateencasa","Estado de alarma nacional (oficial)","ConcesurMB","100","1","1","positive","train"
"1257305268519493635","2020-05-04 17:45:10","aunque vamos desescalando. seguimos en casa... hoy con erix702000_czt mil gracias. #yomequedoencasa #mequedoencasa #colombiahacezentangle #conéctateconlacultura #conectateconlacultura","Estado de alarma nacional (oficial)","aymtellez","100","1","-1","negative","train"
"1247553031723307008","2020-04-07 17:53:15","cuando se empieza un proyecto con ilusión en el que, además, participamos todos... deja de ser un simple proyecto para convertirse en algo apasionante. #yomequedoencasa en murcia, murcia","Estado de alarma nacional (oficial)","ArquesDietista1","100","1","1","positive","train"
"1247945662676770817","2020-04-08 19:53:26","#burgosenelmundo #burgos #españa. por obligación, responsabilidad y humanidad, por nuestros mayores, por todos .... #yomequedoencasa. #quedatencasa. vistas en #burgos . (foto desde la ventana). por angeles hoyuelos hériz","Estado de alarma nacional (oficial)","Burgosenelmundo","100","1","1","positive","val"
"1247209466619142144","2020-04-06 19:08:03","no a la prórroga incondicional #estadodealarma #partidolibertario #libertarios","Estado de alarma nacional (oficial)","danmmarti","100","1","-1","negative","train"
"1260899335052673028","2020-05-14 15:46:42","atardeceres así, contigo. sigue #elpoderdelagratitud #quédateencasa #cuarentena ❤️ by e.v","Estado de alarma nacional (oficial)","mimihueda","100","1","1","positive","train"
"1250346155872903170","2020-04-15 12:52:08","si necesitas un cambio, hazlo!!. #cambiodehabitos #cambiodevida #vidaactiva #vidasana #trabajadesdecasa #ingresosextras #tusbatidosherbal #nutricionsaludable #nutricionoptima #yomequedoencasa","Estado de alarma nacional (oficial)","Tusbatidosherb1","100","1","1","positive","train"
"1247206192176398337","2020-04-06 18:55:02","seguimos trabajando desde casa ❤️ con la misma ilusión…. estamos segurísimo que muy pronto ? saldremos de esta. situación ? volveremos a estar tod@s juntos…... ahora más que nunca ❤️ todos somos uno!!!!. #yomequedoencasa #estevirusloparamosjuntos","Estado de alarma nacional (oficial)","andaluscamp","100","1","1","positive","train"
"1262446893029785611","2020-05-18 22:16:09","los aplausos de agradecimiento a los sanitarios no desaparecen un día después del ""final"" convocado en redes #coronavirus #estadodealarma","Estado de alarma nacional (oficial)","elboletinmadrid","100","1","1","positive","train"
"1251162277987807241","2020-04-17 18:55:07","#felizviernes empieza el fin de semana con una nueva novela, te recomiendo 5 en  #megustaleer #quelibroleo #yoleo #quedateencasa #mequedoencasa","Estado de alarma nacional (oficial)","PreppyEls","100","1","1","positive","train"
"1238562261742112779","2020-03-13 21:27:09","maldita sea @tremending ? menos mal que nos queda humor . #yomequedoencasa. ""madrileños, que han dicho pandemia, no pa’denia""","Estado de alarma nacional (oficial)","mjromerof","100","1","1","positive","test"
"1245090880794644482","2020-03-31 22:49:33","fijarme en esto este al mediodía ??, ya se lo comenté a los de @vodafone_es este al mediodía, está muy bien, y yo salgo lo mínimo mínimo con los perrinos, pero por favor haced caso #vfquedateencasa #yomequedoencasa","Estado de alarma nacional (oficial)","LauraYusteP","100","1","1","positive","train"
"1239159414235357184","2020-03-15 13:00:01","?‍♂️ @albertocontador se une al #yomequedoencasa y ha tenido una idea genial. ? si siempre has querido entrenar con una leyenda, hoy es el día","Estado de alarma nacional (oficial)","Eurosport_ES","100","1","1","positive","val"
"1254137105971916800","2020-04-25 23:56:01","#quedateencasa . #estevirusloparamosunidos . #losmorancos. @losmorancos . que arte.","Estado de alarma nacional (oficial)","jmvpvalentin","100","1","1","positive","test"
"1267080725318303744","2020-05-31 17:09:20","@desdelamoncloa @sanchezcastejon para los pocos del @psoe que aún cree en este #gobiernosocialcomunista para esto quiere sanche su #estadodealarma para legislar sin dar cuentas, vamos lo que se hace en los regímenes comunistas","Estado de alarma nacional (oficial)","DVillamayor5","100","1","-1","negative","test"
"1249638345384345601","2020-04-13 13:59:33","el #alquiler saldrá reforzado tras la crisis del #coronavirus #covid19 #estadodealarma #yomequedoencasa #estevirusloparamosunidos","Estado de alarma nacional (oficial)","DespProfesional","100","1","1","positive","train"
"1251869713774391296","2020-04-19 17:46:13","el hecho ocurre en la misma calle de comisaría de policía local, en la avda josep irla de la localidad. los dos agentes de policía han visto a una persona muy conocida allí no respetado el #estadodealarma, de hecho hace 3 meses fue el autor de unos hechos delictivos graves.","Estado de alarma nacional (oficial)","Alto_ControlPol","100","1","-1","negative","train"
"1252914728973881344","2020-04-22 14:58:44","todas las consultas en #neurología se han pospuesto ante la crisis sanitaria pero la unidad de #esclerosismultiple del #hospitalramonycajal sigue disponible ⤵️. #emconsulta #quedateencasa #estevirusloparamosunidos","Estado de alarma nacional (oficial)","FundacionEMM","100","1","-1","negative","train"
"1261334636720009218","2020-05-15 20:36:26","y si ayuso hace un torra. ¿sánchez aplicaría el 155? #quedateencasa","Estado de alarma nacional (oficial)","1deMurcia_","100","1","-1","negative","test"
"1238766886311034881","2020-03-14 11:00:15","#yomequedoencasa #quedatencasa una docena de recomendaciones culturales para pasar la cuarentena","Estado de alarma nacional (oficial)","_infoLibre","100","1","1","positive","train"
"1247810446440017928","2020-04-08 10:56:08","ecologistas alertan sobre la toxicidad para el medio ambiente de los desinfectantes @efeverde #yomequedoencasa","Estado de alarma nacional (oficial)","rscambiental","100","1","-1","negative","train"
"1256553722093715456","2020-05-02 15:58:47","?¡hoy es el día de todos los madrileñ@s! gracias a todos por vuestro esfuerzo, especialmente durante este año. juntos conseguiremos vencer al virus y volver a recorrer las calles de madrid. ¿qué es lo que más echas de menos de la capital?. #quédateencasa #plazario2 #madridrio","Estado de alarma nacional (oficial)","plazario_2","100","1","1","positive","train"
"1245784901972103170","2020-04-02 20:47:20","la política no nos va a ayudar. son todos unos sin vergüenzas, con la que tenemos encima y cobrando dietas y desplazamientos ?? #covid2019 #concienciasocial #estadodealarma #estapasando #estaennuestrasmanos","Estado de alarma nacional (oficial)","martiita_55","100","1","-1","negative","train"
"1250151840760713219","2020-04-15 00:00:00","? #directo empieza @telavasaganar con @frank_blanco ¡juega, diviértete y explícanos cómo estás pasando estos días de cuarentena! #yomequedoencasa","Estado de alarma nacional (oficial)","europa_fm","100","1","1","positive","test"
"1248294545156116481","2020-04-09 20:59:46","día 28-. cuando termine esta cuarentena (espero que sea pronto) tendré la casa tan limpia y tan ordenada...#quédateencasa #quedateencasa #yomequedoencasa #covid_19 #covid_19españa #covid19españa #moschino #mallorca #fashionista #menshoes #mensneakers #dressingroom #iloveshoes","Estado de alarma nacional (oficial)","MrFashionVictim","100","1","1","positive","test"
"1238826057458954242","2020-03-14 14:55:23","desde el colegio la anunciata te lo recordamos #quedateencasa","Estado de alarma nacional (oficial)","dominicasleon","100","1","1","positive","test"
"1260297537493372928","2020-05-12 23:55:22","la terraza es el elemento vertebral de nuestra sociedad, seas de derecha o izquierda. españoles celebremos que ya estamos reconquistando las terrazas. nuestra verdadera bandera es la banderilla picante. viva españa ?? #covid_19 #espana #fase1 #coronavirus #yomequedoencasa","Estado de alarma nacional (oficial)","gato_gatera","100","1","1","positive","train"
"1251608974589296641","2020-04-19 00:30:07","15 días más. #covid2019 #yomequedoencasa              #quedateenlacasa #toquedequeda #estadodeemergencia #quarentena #quédateentucasa #covid19 #covidー19 #cuarentenatotal #seamosresponsables #confinamientototal #cuarentenaporlavida #juntoslovamosaconseguir","Estado de alarma nacional (oficial)","antoniorbarba","100","1","-1","negative","train"
"1251055548688146432","2020-04-17 11:51:00","el tráfico cae un 95% en las carreteras de mallorca durante el primer mes de #estadodealarma. @carreteresdemca @conselldemca @radaresbaleares","Estado de alarma nacional (oficial)","CronicaBalear_","100","1","-1","negative","test"
"1248534063629176833","2020-04-10 12:51:32","llenemos nuestros balcones de bonitos mensaje y unamos las fuerzas, ahora más que nunca porque con tu ayuda, #todosaldrabien ❤✨#quedateencasa","Estado de alarma nacional (oficial)","AgenciaCOM365","100","1","1","positive","train"
"1269709079527608320","2020-06-07 23:13:29","qué rápido se nos olvidaron los 40.000 fallecidos... . #estadodealarma #covid19","Estado de alarma nacional (oficial)","Gabricf1","100","1","-1","negative","train"
"1264263410461618176","2020-05-23 22:34:20","@jucilnacional retirar banderas y pancartas par no ""molestar"" al marqués de galapagar podría suponer una limitación al derecho constitucional de libertad de expresión. . #covid19. #jucilsuma. #prohibidorendirse. #enestafamilianadieluchasolo. #yonosoyungastosuperfluo. #quedateencasa","Estado de alarma nacional (oficial)","jucilsalamanca2","100","1","-1","negative","train"
"1263088351147671553","2020-05-20 16:45:04","por cada semana de prórroga del #estadodealarma, los vehículos a inspeccionar se incrementan en 500.000 unidades #itv","Estado de alarma nacional (oficial)","AECA_ITV","100","1","-1","negative","test"
"1251569671423365128","2020-04-18 21:53:57","¡gran jugada que culmina @arteaga_oliver con una bandeja! tm pedido por sergio garcía. @liberbank oviedo baloncesto 81 @basquetcoruna 67. #yomequedoencasa #elocbsequedaencasa","Estado de alarma nacional (oficial)","oviedocb","100","1","1","positive","train"
"1263733905259139073","2020-05-22 11:30:16","muere con coronavirus el mayordomo de la casa blanca bajo 11 presidentes #positivosencoronavirus #covid19 #quedateencasa","Estado de alarma nacional (oficial)","NoticiasNavarra","100","1","-1","negative","val"
"1238565753097465857","2020-03-13 21:41:01","?? tenemos que poner todo de nuestra parte. ? #yomequedoencasa . ? juntos, ¡vamos a superarlo!","Estado de alarma nacional (oficial)","gpascualarpe","100","1","1","positive","test"
